blockID,vertexOrder,latitude,longitude
1,0,-37.71695846617096,145.44942297793574
1,1,-37.7170967945269,145.44989491243416
1,2,-37.717453447168886,145.45005292621713
1,3,-37.71759344119462,145.44965262463364
1,4,-37.71759344119462,145.4496505177832
1,5,-37.71700513118738,145.44940612313226
